source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error
2103392681971947904,284.4598731227045,3.3018740604251073,39.90217750193387,5.827549382121716,,,,,,
2103392681971948288,284.46483220907385,0.05542807774416628,39.901496918798834,0.0732121070816735,0.5305467990191937,0.07460508004195762,-3.7558334163930844,0.1283510705027758,-9.128845223043934,0.16222747158520526
2103392681971948416,284.4626730109981,0.23836039157388234,39.90060072306192,0.3562339712449417,-0.17838418863966143,0.3381024751749725,-1.96445109868937,0.5611252582820403,-9.129856729102507,0.8819366343639422
2103392716331685504,284.4689937780615,1.4380732754516725,39.90200592892041,2.1739571115910588,0.49556290698921407,1.5419215342277843,-0.05616618712743815,3.4902622625580464,-6.62295127689791,4.281427288742653
2103392716331712256,284.4589720387175,0.2144587300457216,39.91086220082244,0.34555992258489066,0.29450421139040367,0.3062251164779645,-3.602709920494609,0.49362488806635163,-7.568829101195661,0.7736010644715045
2103392720629480320,284.4662570026752,0.045119319784282824,39.90523788222828,0.05786961021530468,0.347735628988791,0.0564984749857742,0.017397551440916814,0.10143558172591739,-4.864454932787041,0.11327808765941952
2103392754989217024,284.4533504321948,0.09248799664424334,39.91266406754262,0.12313694305166638,0.4440097057604019,0.1244784942426822,-0.8978982046658799,0.21574099490011728,-2.7181565947431485,0.2737973033990742
2103392716334021376,284.466398140705,0.2430367825759227,39.904227614491354,0.38063005394293853,0.20669210809563882,0.3443648093719978,-1.1579894629270706,0.5669432296089001,-4.050359553508443,0.8977142593775547
2103392716331725696,284.4669783330994,0.3153785806254961,39.91242788018204,0.5218502271899997,0.683805658435465,0.4429777247224032,-3.223839074669551,0.7577251988788432,-4.904429208782156,1.2440345535195692
2103392720625342464,284.4662822836421,0.5056936902929315,39.902426427924524,0.7463048891102154,-1.0328006143421877,0.6906757970164792,-3.3326654054959968,1.2178375349793176,-6.439455947914203,1.606764828133918
2103392819410963456,284.4709290226365,0.5119366865794385,39.92477336449962,0.7521164520396987,0.522382907410124,0.6977780744492063,-1.337837230466954,1.0756802518645125,-4.1984627893708195,1.7396831690071213
2103392819410956672,284.4805602168894,0.46750053326249286,39.92330349786813,0.7459322516859671,-0.052881251006889854,0.5927422926599804,-0.12889424560321472,1.1076295758899253,-9.57066712961441,1.4381059297872236
2103392785051211776,284.4653873074062,0.25600184956476174,39.92060935564639,0.4019918994213916,-0.08545061936338441,0.3626364793325394,-1.7541299751904949,0.5975006378780552,-12.5385401605796,0.940356584692313
2103392716331731712,284.4704915634643,0.17158186694359562,39.91930521484458,0.2315304023398764,0.4435968374806249,0.21219487557435265,-2.2444436448420504,0.39329332567605685,2.596008292777234,0.43596243839545923
2103392716331731840,284.4679446693212,0.15563863615244417,39.918344992022625,0.21264695343547915,0.16447529697302357,0.1940998589636329,3.939945891862628,0.35155768742752946,-9.706957958291508,0.397458297076736
2103392716331726592,284.46551361609755,0.5240855265671547,39.917588731375496,0.8098734825561054,-0.7297209566643578,0.7195885800650693,-2.1913563353227454,1.2333146705590532,-3.274585703693891,1.4953449487637358
2103392720630278912,284.4664262490496,0.40793883790591057,39.90927119573735,0.5817059124751264,0.6914914266560098,0.5508674834262784,0.1435191497571444,0.9565496479087032,-0.2534258254146101,1.2432746403195132
2103392720630278656,284.4722473288718,0.018308902982805374,39.911888967712656,0.025516088916142432,5.351147188154335,0.023871694257586246,10.865226523642436,0.04024286967802607,17.51967606550108,0.04930589842160723
2103392681971962880,284.46375639214443,0.23827950738258072,39.90453791052141,0.3543955304402835,1.9018464551021088,0.336088322598738,-0.2953104785466908,0.5531213137011607,-4.297424996865278,0.8468726334301294
2103345888306091136,284.4872205670909,0.10091661471906856,39.909380913352855,0.13522195544790758,0.1382773163425129,0.12547392206780553,-1.815424153068709,0.22679094440686484,-5.074969150376633,0.2562647516637768
2103345785226868992,284.47368536572986,0.31201046922928793,39.89707292485444,0.33331768809413576,0.3435762145266376,0.37424903950111893,-2.7625859218845683,0.7334760803190155,-8.513361887841945,0.6834493308036017
2103345785226870272,284.4734820385216,0.11757984371446792,39.89972928349905,0.13517768968012042,0.2612866739949302,0.13832404865224657,-4.211944328154372,0.2686858973865244,-5.7231748363748265,0.2578004820387896
2103345780929068544,284.4806845893421,0.11937554492335238,39.89899235958349,0.15633336694190636,0.8334487384102469,0.1503702300133983,-1.9248119672574606,0.27054021007187534,-15.288518074702882,0.2895346984423604
2103345780931472384,284.48380337914716,1.3236949321138773,39.904195659654576,2.3517516219271903,,,,,,
